Q,J_1s_one_electron,J_2s_one_electron,J_2p_one_electron,J_1s(2),J_2s(2),J_2p(4),J_total_carbon
0.0,0.11333401844732291,0.5789582357655695,0.34752007156315334,0.22666803689464582,1.157916471531139,1.3900802862526134,2.774664794678398
0.05,0.11331807600547367,0.5769932619641989,0.34751436699682675,0.22663615201094733,1.1539865239283977,1.390057467987307,2.7706801439266524
0.1,0.11327027033219787,0.5711471664637386,0.3474639670476293,0.22654054066439575,1.1422943329274773,1.389855868190517,2.75869074178239
0.15000000000000002,0.1131906662482255,0.5615639890445628,0.34727353476866113,0.226381332496451,1.1231279780891257,1.3890941390746445,2.7386034496602214
0.2,0.11307937133930711,0.5484758712737279,0.3467984371736892,0.22615874267861422,1.0969517425474558,1.3871937486947568,2.7103042339208265
0.25,0.11293653529947775,0.5321918505328719,0.3458634986791331,0.2258730705989555,1.0643837010657438,1.3834539947165323,2.6737107663812316
0.30000000000000004,0.11276234904314003,0.5130834487661157,0.34428462673993565,0.22552469808628006,1.0261668975322313,1.3771385069597426,2.628830102578254
0.35000000000000003,0.11255704361437026,0.49156814894812445,0.3418899886365348,0.22511408722874052,0.9831362978962489,1.3675599545461392,2.5758103396711287
0.4,0.11232088892597072,0.46809193575501257,0.3385378874503401,0.22464177785194145,0.9361838715100251,1.3541515498013603,2.5149771991633267
0.45,0.11205419236260716,0.44311204063179077,0.3341294177836249,0.22410838472521433,0.8862240812635815,1.3365176711344997,2.4468501371232954
0.5,0.11175729728199704,0.4170808926214336,0.32861509717009396,0.22351459456399408,0.8341617852428672,1.3144603886803758,2.372136768487237
0.55,0.11143058144586661,0.390432063562474,0.32199570051042725,0.22286116289173322,0.780864127124948,1.287982802041709,2.29170809205839
0.6000000000000001,0.11107445540873001,0.3635687435221296,0.3143182874185925,0.22214891081746002,0.7271374870442592,1.25727314967437,2.2065595475360893
0.65,0.11068936088798101,0.33685502294485137,0.305668829444028,0.22137872177596202,0.6737100458897027,1.222675317776112,2.1177640854417765
0.7000000000000001,0.1102757691338408,0.31061001995899246,0.29616293499853485,0.2205515382676816,0.6212200399179849,1.1846517399941394,2.026423318179806
0.75,0.10983417931282459,0.28510469439552244,0.28593601492789844,0.21966835862564918,0.5702093887910449,1.1437440597115938,1.9336218071282878
0.8,0.10936511691392418,0.26056104503288646,0.2751339337399011,0.21873023382784837,0.5211220900657729,1.1005357349596043,1.8403880588532258
0.8500000000000001,0.10886913218289067,0.23715329573016894,0.26390484505119144,0.21773826436578134,0.4743065914603379,1.0556193802047658,1.747664236030885
0.9,0.10834679858696163,0.2150106352334965,0.25239258433067807,0.21669359717392325,0.430021270466993,1.0095703373227123,1.6562852049636285
0.9500000000000001,0.1077987113101365,0.19422107604741057,0.24073172762564288,0.215597422620273,0.38844215209482114,0.9629269105025715,1.5669664852176657
1.0,0.10722548577761233,0.1748360293142314,0.2290442364147169,0.21445097155522466,0.3496720586284628,0.9161769456588676,1.4802999758425552
1.05,0.10662775620715095,0.15687524439447104,0.21743749310473645,0.2132555124143019,0.3137504887889421,0.8697499724189458,1.3967559736221897
1.1,0.1060061741848336,0.1403318241347991,0.206003476279059,0.2120123483696672,0.2806636482695982,0.824013905116236,1.3166899017555014
1.1500000000000001,0.10536140726273709,0.1251770918208597,0.1948188134483174,0.21072281452547417,0.2503541836417194,0.7792752537932696,1.2403522519604633
1.2000000000000002,0.10469413757641463,0.11136514780913427,0.18394546620698118,0.20938827515282926,0.22273029561826854,0.7357818648279247,1.1679004355990226
1.25,0.10400506048057477,0.09883700910011886,0.17343183553954772,0.20801012096114954,0.19767401820023772,0.6937273421581909,1.099411481319578
1.3,0.10329488320193683,0.08752427166766888,0.16331411411635086,0.20658976640387366,0.17504854333533776,0.6532564564654034,1.0348947662046148
1.35,0.10256432350883543,0.07735227255488634,0.15361775153325777,0.20512864701767086,0.1547045451097727,0.6144710061330311,0.9743041982604747
1.4000000000000001,0.10181410839770286,0.06824275689462207,0.1443589339427914,0.20362821679540571,0.13648551378924415,0.5774357357711656,0.9175494663558155
1.4500000000000002,0.10104497279704863,0.06011607501963284,0.1355460096574115,0.20208994559409726,0.12023215003926568,0.542184038629646,0.8645061342630089
1.5,0.10025765828996495,0.05289294791289627,0.1271808166035542,0.2005153165799299,0.10578589582579254,0.5087232664142168,0.8150244788199392
1.55,0.09945291185650959,0.046495846732181476,0.11925988625011076,0.19890582371301918,0.09299169346436295,0.47703954500044304,0.7689370621778251
1.6,0.09863148463755729,0.04085003530157294,0.11177551250245628,0.19726296927511458,0.08170007060314588,0.4471020500098251,0.7260650898880856
1.6500000000000001,0.09779413072187287,0.03588432444424922,0.10471668386841135,0.19558826144374575,0.07176864888849845,0.4188667354736454,0.6862236458058896
1.7000000000000002,0.09694160595825373,0.03153158481196961,0.09806988379444359,0.19388321191650745,0.06306316962393922,0.39227953517777436,0.649225916718221
1.75,0.09607466679462623,0.027729061240540042,0.09181976819157854,0.19214933358925246,0.055458122481080084,0.36727907276631416,0.6148865288366467
1.8,0.09519406914597005,0.0244185272444843,0.08594973146221933,0.1903881382919401,0.0488370544889686,0.34379892584887733,0.583024118629786
1.85,0.09430056729289603,0.021546313519034174,0.08044237332349774,0.18860113458579206,0.04309262703806835,0.32176949329399096,0.5534632549178513
1.9000000000000001,0.09339491281262484,0.019063239571594504,0.0752798788099159,0.18678982562524968,0.03812647914318901,0.3011195152396636,0.5260358200081023
1.9500000000000002,0.09247785354401322,0.016924473078791333,0.07044432334005891,0.18495570708802644,0.03384894615758267,0.28177729336023566,0.5005819466058448
2.0,0.09155013258815752,0.015089337395980278,0.0659179138799678,0.18310026517631503,0.030178674791960555,0.2636716555198712,0.4769505954881468
2.0500000000000003,0.09061248734597477,0.013521083907548213,0.061683176195240934,0.18122497469194954,0.027042167815096427,0.24673270478096374,0.4549998472880097
2.1,0.08966564859402501,0.012186642626770647,0.057723097070449494,0.17933129718805002,0.024373285253541294,0.23089238828179798,0.4345969707233893
2.15,0.08871033959969579,0.011056361630173,0.054021229265151835,0.17742067919939158,0.022112723260346,0.21608491706060734,0.4156183195203449
2.2,0.0877472752767251,0.010103743519541367,0.050561765919583085,0.1754945505534502,0.020207487039082733,0.20224706367833234,0.39794910127086525
2.25,0.08677716138189243,0.009305185108931668,0.04732959014853187,0.17355432276378485,0.018610370217863336,0.1893183605941275,0.38148305357577567
2.3000000000000003,0.08580069375356153,0.008639724892010214,0.04431030468327292,0.17160138750712306,0.017279449784020427,0.17724121873309168,0.3661220560242352
2.35,0.08481855759261368,0.00808880151261009,0.041490245643268836,0.16963711518522737,0.01617760302522018,0.16596098257307534,0.3517757007835229
