Q,J_1s_one_electron,J_2s_one_electron,J_3s_one_electron,J_2p_one_electron,J_3p_one_electron,J_3d_one_electron,J_4s_one_electron,J_4p_one electron,J_1s(2),J_2s(2),J_2p(6),J_3s(2),J_3p(6),J_4s(1),J_3d(10),J_4p(2),J_total_Ge
0.0,0.027174752516787245,0.10054366721844643,0.27104464303077197,0.050916736998186315,0.16656250619381568,0.13288199111660676,1.0286749743140242,0.7566253123383525,0.05434950503357449,0.20108733443689286,0.30550042198911787,0.5420892860615439,0.9993750371628941,2.0573499486280484,1.3288199111660677,1.513250624676705,7.001822069154845
0.05,0.027174540027231475,0.10053330551266283,0.2708185971612892,0.05091673674483658,0.16656241665857893,0.13288199098459416,1.0175706715447268,0.7564729376423509,0.05434908005446295,0.20106661102532566,0.3055004204690195,0.5416371943225784,0.9993744999514735,2.0351413430894536,1.3288199098459417,1.5129458752847018,6.978834934042958
0.1,0.027173902567922542,0.10050222541141879,0.27014178265800537,0.050916734463760625,0.16656161339563413,0.13288198666273485,0.9850584706587135,0.7551703467722785,0.054347805135845084,0.20100445082283758,0.30550040678256374,0.5402835653160107,0.9993696803738048,1.970116941317427,1.3288198666273485,1.510340693544557,6.9097834099203945
0.15000000000000002,0.027172840167536797,0.10045044230922025,0.26901814435051125,0.0509167255879149,0.16655850505392172,0.1328819510875014,0.9334341364697185,0.7504917307496106,0.054345680335073594,0.2009008846184405,0.3055003535274894,0.5380362887010225,0.9993510303235303,1.866868272939437,1.328819510875014,1.5009834614992212,6.794805482819228
0.2,0.02717135287576367,0.10037798295443856,0.26745417772980035,0.050916702495214655,0.16655048077887905,0.13288178993587854,0.8661912370853088,0.7396270019558497,0.05434270575152734,0.20075596590887712,0.30550021497128793,0.5349083554596007,0.9993028846732743,1.7323824741706175,1.3288178993587854,1.4792540039116995,6.63526450420567
0.25,0.027169440765793158,0.10028488687883101,0.2654588179761505,0.0509166545018492,0.16653397007921325,0.13288127366258426,0.7875921780945555,0.7201308299515606,0.054338881531586315,0.20056977375766202,0.3054999270110952,0.530917635952301,0.9992038204752796,1.575184356189111,1.3288127366258426,1.4402616599031213,6.434788791445999
0.30000000000000004,0.02716710393716746,0.10017120803197085,0.2630432986214256,0.05091656786687015,0.16650452257360826,0.13287995333822727,0.7021876323390335,0.6906686844537844,0.05433420787433492,0.2003424160639417,0.3054994072012209,0.5260865972428512,0.9990271354416496,1.404375264678067,1.3287995333822726,1.3813373689075688,6.199801930791907
0.35000000000000003,0.027164342518531476,0.10003701634948639,0.26022099038116575,0.050916425815126266,0.166456904318528,0.1328770696609932,0.6143647535945418,0.6513418165022758,0.05432868503706295,0.20007403269897278,0.3054985548907576,0.5204419807623315,0.998741425911168,1.2287295071890836,1.328770696609932,1.3026836330045517,5.93926851610386
0.4,0.027161156669869922,0.09988239901433887,0.25700722981631735,0.05091620858143759,0.16638520727661954,0.13287146515639597,0.527986880228567,0.6035738846220793,0.054322313339739844,0.19976479802867775,0.30549725148862555,0.5140144596326347,0.9983112436597172,1.055973760457134,1.3287146515639598,1.2071477692441586,5.6637462474146485
0.45,0.02715754658394135,0.09970746124111375,0.2534191452010684,0.05091589347424893,0.16628296858616495,0.13286150911248576,0.4461594173624348,0.5496975374234081,0.0543150931678827,0.1994149224822275,0.30549536084549356,0.5068382904021368,0.9976978115169897,0.8923188347248696,1.3286150911248575,1.0993950748468162,5.384090479111274
0.5,0.027153512486777578,0.09951232650498441,0.24947548400087619,0.050915454953573025,0.16614329650516715,0.1328450433459856,0.37112733250383895,0.4924354806817838,0.054307024973555156,0.19902465300996883,0.30549272972143815,0.49895096800175237,0.996859779031003,0.7422546650076779,1.328450433459856,0.9848709613635676,5.110211214568819
0.55,0.02714905463727492,0.0992971362285992,0.24519644345242778,0.05091486471670272,0.16595900013544646,0.13281935469767048,0.3042865085083855,0.43443833988996317,0.05429810927454984,0.1985942724571984,0.3054891883002163,0.49039288690485555,0.9957540008126787,0.608573017016771,1.3281935469767048,0.8688766797799263,4.850171701522902
0.6000000000000001,0.02714417332603152,0.09906204901442096,0.24060350347050175,0.05091409178586392,0.1657227202420512,0.13278117752298038,0.24627776643862515,0.3779672182021119,0.05428834665206304,0.19812409802884193,0.3054845507151835,0.4812070069410035,0.9943363214523072,0.4925555328772503,1.3278117752298038,0.7559344364042238,4.609742068300677
0.65,0.027138868873665782,0.09880723955686764,0.2357192598008913,0.05091310259397185,0.1654270586723164,0.13272672670647884,0.19712875140744068,0.3247369920201788,0.054277737747331564,0.19761447911373528,0.3054786155638311,0.4714385196017826,0.9925623520338984,0.39425750281488137,1.3272672670647885,0.6494739840403576,4.392370457980606
0.7000000000000001,0.02713314162888031,0.09853289738556884,0.23056725502919967,0.05091186106702935,0.16506470406692017,0.13265175918933597,0.1564126471350136,0.27589072172242546,0.05426628325776062,0.19706579477113767,0.3054711664021761,0.46113451005839934,0.990388224401521,0.3128252942700272,1.3265175918933596,0.5517814434448509,4.199450308499233
0.75,0.02712699196652044,0.09823922558210968,0.2251718055618387,0.050910328703736595,0.1646285517619576,0.13255165989703135,0.12340050454737794,0.23205862735267044,0.05425398393304088,0.19647845116421936,0.30546197222241955,0.4503436111236774,0.9877713105717456,0.24680100909475589,1.3255165989703135,0.4641172547053409,4.030744191785513
0.8,0.02712042028583003,0.09792643958551815,0.21955782371973195,0.050908464654180835,0.1641118160164131,0.13242154644447285,0.09719280939702239,0.1934580006295073,0.05424084057166006,0.1958528791710363,0.305450787925085,0.4391156474394639,0.9846708960984785,0.19438561879404478,1.3242154644447286,0.3869160012590146,3.884848135703512
0.8500000000000001,0.02711342700904396,0.09759476616533393,0.21375063530775573,0.050906225799982274,0.163508132963003,0.13225638614162183,0.07682371461955476,0.1600023235257884,0.05422685401808792,0.19518953233066785,0.30543735479989365,0.42750127061551146,0.981048797778018,0.1536474292391095,1.3225638614162183,0.3200046470515768,3.7596197472490833
0.9,0.02710601258039133,0.09724444260330076,0.20777579417441827,0.050903566838142206,0.16281165296478892,0.1320511186058454,0.061337135149335933,0.13140089267862418,0.05421202516078266,0.19448888520660151,0.30542140102885323,0.41555158834883654,0.9768699177887334,0.12267427029867187,1.320511186058454,0.26280178535724835,3.6525310592481817
0.9500000000000001,0.027098177465524714,0.0968757160913416,0.20165889617410712,0.05090044037031022,0.16201712135509602,0.13180077762419232,0.04983749248183736,0.10724054949352173,0.05419635493104943,0.1937514321826832,0.3054026422218613,0.40331779234821424,0.9721027281305761,0.09967498496367472,1.3180077762419231,0.21448109898704346,3.560934810007026
1.0,0.027089922151345397,0.09648884332782322,0.19542539549923005,0.05089679699848935,0.1611199468341773,0.13150060667429642,0.04151964267586747,0.0870477547966952,0.054179844302690794,0.19297768665564644,0.3053807819909361,0.3908507909984601,0.9667196810050638,0.08303928535173494,1.3150060667429642,0.1740955095933904,3.482249646640887
1.05,0.027081247146164066,0.09608409027730337,0.18910042655171325,0.050892585427505715,0.16011625708433005,0.13114616356276018,0.03568295397227765,0.07033277920845904,0.05416249429232813,0.19216818055460674,0.3053555125650343,0.3782008531034265,0.9606975425059803,0.0713659079445553,1.3114616356276019,0.14066555841691808,3.414077685010451
1.1,0.027072152980120303,0.09566173205046354,0.18270863441763144,0.05088775257398745,0.15900294143914495,0.13073341083256806,0.031734137321810456,0.056619202231001364,0.054144305960240606,0.19132346410092707,0.3053265154439247,0.3654172688352629,0.9540176486348697,0.06346827464362091,1.3073341083256806,0.11323840446200273,3.3542699904065296
1.1500000000000001,0.027062640205779948,0.09522205285927798,0.17627401666996342,0.05088224368117285,0.15777768069709205,0.13025878980130487,0.02918268466681798,0.04546212574817534,0.054125280411559895,0.19044410571855597,0.3052934620870371,0.35254803333992685,0.9466660841825523,0.05836536933363596,1.3025878980130488,0.09092425149635068,3.3009544845826677
1.2000000000000002,0.027052709398833988,0.09476534600577474,0.16981977873589116,0.05087600243860352,0.15643896440075264,0.12971927722114568,0.027631912582555214,0.036458144819753915,0.054105418797667976,0.18953069201154948,0.3052560146316211,0.3396395574717823,0.9386337864045158,0.05526382516511043,1.297192772211457,0.07291628963950783,3.2525383563332118
1.25,0.027042361158832635,0.09429191386913938,0.16336820450382342,0.05086897110563459,0.1549860961076825,0.1291124245314372,0.026767802903794942,0.02924955704089549,0.05408472231766527,0.18858382773827875,0.30521382663380753,0.32673640900764683,0.929916576646095,0.053535605807589884,1.291124245314372,0.05849911408179098,3.2076943275472467
1.3,0.027031596109901333,0.09380206786379787,0.15694054327414358,0.05086109063767945,0.15341918735502785,0.1284363804664221,0.02634715191799011,0.023524723454667336,0.054063192219802665,0.18760413572759574,0.30516654382607666,0.31388108654828717,0.9205151241301671,0.05269430383598022,1.2843638046642212,0.04704944690933467,3.1653376378614655
1.35,0.027020414901399017,0.0932961283492637,0.1505569136218404,0.05085230081416828,0.15173914116635015,0.12768989837110584,0.02618600617811617,0.01901599944283995,0.054040829802798035,0.1865922566985274,0.30511380488500967,0.3011138272436808,0.910434846998101,0.05237201235623234,1.2768989837110585,0.0380319988856799,3.1245985605810875
1.4000000000000001,0.027008818208492078,0.0927744244801073,0.14423622426710758,0.05084254036730825,0.149947626065242,0.1268723299742516,0.026148967061781714,0.015496254881464035,0.054017636416984156,0.1855488489602146,0.3050552422038495,0.28847244853421516,0.899685756391452,0.05229793412356343,1.268723299742516,0.03099250976292807,3.084793676135723
1.4500000000000002,0.02699680673262868,0.09223729399090787,0.1379961116558776,0.05083174711086515,0.14804704164662502,0.12598360758964153,0.026139666066136328,0.012774694451510566,0.05399361346525736,0.18447458798181574,0.3049904826651909,0.2759922233117552,0.8882822498797501,0.052279332132272656,1.2598360758964153,0.025549388903021133,3.0453979542354785
1.5,0.026984381201907468,0.09168508291625249,0.13185289363944974,0.0508198580683235,0.14604047681421506,0.12502421679369088,0.026092523578404216,0.01069245739079261,0.053968762403814936,0.18337016583250498,0.304919148409941,0.2637057872788995,0.8762428608852904,0.05218504715680843,1.250242167936909,0.02138491478158522,3.0060188546857534
1.55,0.02697154237134178,0.09111814524972672,0.12582153840686933,0.050806809599913835,0.14393166182323255,0.12399516159100145,0.025965782488490793,0.009118305824646403,0.05394308474268356,0.18223629049945345,0.304840857599483,0.25164307681373865,0.8635899709393953,0.051931564976981585,1.2399516159100146,0.018236611649292807,2.966373073131043
1.6,0.02695829102302562,0.09053684254849141,0.11991564765708854,0.05079253752811307,0.14172491527320596,0.12289792396068018,0.02573573537078369,0.007944588401573695,0.05391658204605124,0.18107368509698282,0.3047552251686784,0.23983129531417707,0.8503494916392358,0.05147147074156738,1.2289792396068018,0.01588917680314739,2.9262661664166414
1.6500000000000001,0.026944627966210877,0.08994154349163064,0.11414745288968832,0.050776977261324956,0.13942508717919455,0.1217344195033756,0.025392025116734288,0.0070835799497208024,0.053889255932421755,0.17988308698326128,0.3046618635679497,0.22829490577937664,0.8365505230751673,0.050784050233468575,1.217344195033756,0.014167159899441605,2.885575040504843
1.7000000000000002,0.0269305540373073,0.0893326234011842,0.10852782363214619,0.05076006391552938,0.1370374992136987,0.12050695070570844,0.024933882678084086,0.0064642392014552805,0.0538611080746146,0.1786652468023684,0.30456038349317627,0.21705564726429238,0.8222249952821923,0.04986776535616817,1.2050695070570843,0.012928478402910561,2.844233131732807
1.75,0.02691607009981723,0.0887104637348438,0.10306628639802311,0.05074173243375406,0.1345678831588086,0.11921815912383615,0.02436716389053074,0.0060293881774043006,0.05383214019963446,0.1774209274696876,0.3044503946025243,0.20613257279604622,0.8074072989528516,0.04873432778106148,1.1921815912383615,0.012058776354808601,2.8022180293949757
1.8,0.0269011770442172,0.08807545155888055,0.09777105317498902,0.05072191770326986,0.13202231854168103,0.1178709775751705,0.023702054474644296,0.005733293024134393,0.0538023540884344,0.1761509031177611,0.30433150621961913,0.19554210634997804,0.7921339112500863,0.04740410894928859,1.1787097757517049,0.011466586048268786,2.759541251775141
1.85,0.026885875787797605,0.08742797900913986,0.0926490582667821,0.05070055467044557,0.1294071703491021,0.11646858322627375,0.022951324314352112,0.0055396126814894085,0.05377175157559521,0.17485595801827972,0.3042033280226734,0.1852981165335642,0.7764430220946126,0.045902648628704225,1.1646858322627376,0.011079225362978817,2.716239882499146
1.9000000000000001,0.026870167274470662,0.08676844274702031,0.08770600235298107,0.05067757845321977,0.12672902763146704,0.11501435228155532,0.022129026346065058,0.005419675466214199,0.053740334548941324,0.17353688549404062,0.3040654707193186,0.17541200470596213,0.7603741657888022,0.044258052692130116,1.1501435228155532,0.010839350932428398,2.672369787697176
1.9500000000000002,0.026854052474555606,0.08609724341634666,0.08294640268023633,0.050652924451160555,0.12399464371561329,0.11351181681457016,0.021249550133377475,0.005351042075178196,0.05370810494911121,0.1721944868326933,0.30391754670696336,0.16589280536047266,0.7439678622936797,0.04249910026675495,1.1351181681457017,0.010702084150356393,2.6280001587057327
2.0,0.026837532384548606,0.08541478510602961,0.07837364835490769,0.050626528453089306,0.1212108786520158,0.11196462414236655,0.020326954387902295,0.005316314869353869,0.05367506476909721,0.17082957021205922,0.30375917071853586,0.15674729670981538,0.7272652719120948,0.04065390877580459,1.1196462414236654,0.010632629738707738,2.58320915425978
2.0500000000000003,0.02682060802688369,0.08472147482243082,0.07399005976741639,0.05059832674224477,0.11838464442710901,0.11037649902287482,0.019374515715948892,0.005302156347686769,0.05364121605376738,0.16944294964486165,0.30358996045346864,0.14798011953483278,0.7103078665626541,0.038749031431897785,1.103764990228748,0.010604312695373538,2.5380804466056035
2.1,0.0268032804496896,0.08401772197445535,0.06979695124130139,0.05056825619896023,0.11552285337790745,0.10875120885429744,0.01840444242295624,0.005298483600014035,0.0536065608993792,0.1680354439489107,0.3034095371937614,0.13959390248260278,0.6931371202674447,0.03680888484591248,1.0875120885429743,0.01059696720002807,2.492700505381013
2.15,0.0267855507265464,0.08330393787359536,0.0657946960637838,0.050536254400820255,0.11263237015536025,0.10709253197189592,0.017427712197228364,0.005297809675174137,0.0535711014530928,0.16660787574719071,0.3032175264049215,0.1315893921275676,0.6757942209321615,0.03485542439445673,1.0709253197189592,0.010595619350348274,2.4471564801286982
2.2,0.02676741995624467,0.08258053525045936,0.06198279311878971,0.05050225972025639,0.10971996749643365,0.10540422906933486,0.01645400095563616,0.005294706861937967,0.05353483991248934,0.16516107050091872,0.3030135583215383,0.12396558623757942,0.6583198049786019,0.03290800191127232,1.0540422906933486,0.010589413723875934,2.401534566279625
2.25,0.026748889262549237,0.08184792778873982,0.05835993440730421,0.050466211419533155,0.10679228598392668,0.10369001771672237,0.01549167717719846,0.005285370653541673,0.053497778525098474,0.16369585557747965,0.3027972685171989,0.11671986881460843,0.6407537159035601,0.03098335435439692,1.0369001771672237,0.010570741307083346,2.3559187601666496
2.3000000000000003,0.026729959793968704,0.08110652967709608,0.05492407280323817,0.05042804974306827,0.10385579789838904,0.10195354990371562,0.014547841826335731,0.005267266550279355,0.05345991958793741,0.16221305935419217,0.3025682984584096,0.10984814560647634,0.6231347873903342,0.029095683652671463,1.0195354990371561,0.01053453310055871,2.310389926187736
2.35,0.026710632723531448,0.08035675517904999,0.051672489455375545,0.05038771600702402,0.10091677519886687,0.10019839250179127,0.013628398641741724,0.0052388448139758246,0.053421265447062896,0.16071351035809997,0.3023262960421441,0.10334497891075109,0.6055006511932012,0.027256797283483448,1.0019839250179128,0.010477689627951649,2.2650251138806072
2.4000000000000004,0.026690909248568272,0.07959901822069904,0.04860186030716275,0.05034515268610088,0.09798126160895326,0.09842801051349494,0.01273814330410369,0.0051993108292690314,0.053381818497136545,0.15919803644139807,0.3020709161166053,0.0972037206143255,0.5878875696537196,0.02547628660820738,0.9842801051349493,0.010398621658538063,2.219897074724879
2.45,0.02667079059050159,0.07883373199583524,0.04570832126585539,0.050300303497459925,0.09505504873196034,0.09664575295690155,0.011880862950806377,0.005148440878830719,0.05334158118100318,0.15766746399167048,0.30180182098475955,0.09141664253171078,0.570330292391762,0.023761725901612754,0.9664575295690154,0.010296881757661438,2.175073938309196
2.5,0.02665027799464073,0.0780613085879051,0.042987531610592586,0.05025311348169721,0.09214365607395006,0.0948548412195587,0.011059439817210423,0.005086434943755854,0.05330055598928146,0.1561226171758102,0.3015186808901833,0.08597506322118517,0.5528619364437004,0.022118879634420847,0.9485484121955869,0.010172869887511708,2.13061901543768
2.5500000000000003,0.026629372729982784,0.07728215860814822,0.04043473528507602,0.05020352908079175,0.08925231481570425,0.09305835970695435,0.010275954573327027,0.005013799641062598,0.05325874545996557,0.15456431721629643,0.3012211744847505,0.08086947057015204,0.5355138888942255,0.020551909146654054,0.9305835970695435,0.010027599282125196,2.086590702123713
2.6,0.02660807608901823,0.07649669084919739,0.038044819774429216,0.050151498212948016,0.08638595514417319,0.09125924860529559,0.009531786295024089,0.004931255651568639,0.05321615217803646,0.15299338169839477,0.3009089892776881,0.07608963954885843,0.5183157308650391,0.019063572590048178,0.912592486052956,0.009862511303137278,2.043042463514158
2.6500000000000004,0.026586389387540627,0.075705311953403,0.0358123723172567,0.0500969703442552,0.08354919693011158,0.08946029857647765,0.00882770704667804,0.004839665014087106,0.05317277877508125,0.151410623906806,0.3005818220655312,0.0716247446345134,0.5012951815806694,0.01765541409335608,0.8946029857647765,0.009679330028174213,2.000022880848908
2.7,0.02656431396445949,0.07490842609515286,0.033731733252678704,0.050039896557087495,0.08074634352099992,0.08766414720402263,0.008163969828527096,0.00473997450217354,0.05312862792891898,0.14981685219030572,0.300239379342525,0.06746346650535741,0.48447806112599956,0.016327939657054192,0.8766414720402262,0.00947994900434708,1.957575747794734
2.75,0.026541851181615624,0.07410643467648513,0.03179704634797094,0.0499802296151733,0.07798137840640508,0.08587327701200984,0.007540389214622971,0.0046331719889514044,0.05308370236323125,0.14821286935297026,0.29988137769103984,0.06359409269594188,0.4678882704384305,0.015080778429245942,0.8587327701200984,0.009266343977902809,1.915740205068861
2.8000000000000003,0.026519002423598035,0.07329973603533514,0.03000230599521453,0.049917924025265625,0.07525796450607986,0.08409001488419703,0.006956414422570567,0.004520253270507758,0.05303800484719607,0.14659947207067028,0.29950754415159375,0.06000461199042906,0.45154778703647913,0.013912828845141135,0.8409001488419703,0.009040506541015516,1.8745509043244952
