Q,J_1s_one_electron,J_2s_one_electron,J_2p_one_electron,J_1s(2),J_2s(2),J_2p(4),J_total_carbon
0.0,0.15320023263260107,0.8047656270423131,0.4797156584302626,0.30640046526520215,1.6095312540846263,1.9188626337210504,2.8753630362103535
0.05,0.15316111234468122,0.7995971492269088,0.47969191796186417,0.30632222468936243,1.5991942984538177,1.9187676718474567,2.864900359066908
0.1,0.1530438408102383,0.7843302943297764,0.47948455496439446,0.3060876816204766,1.5686605886595528,1.9179382198575778,2.8337173802088182
0.15000000000000002,0.152848685501287,0.7596590554379379,0.4787147316531112,0.305697371002574,1.5193181108758758,1.9148589266124447,2.782444945184672
0.2,0.1525760904736591,0.7266708472596074,0.47684147446908715,0.3051521809473182,1.4533416945192148,1.9073658978763486,2.7121768244047075
0.25,0.15222667373812426,0.6867532593426047,0.4732716255517644,0.3044533474762485,1.3735065186852093,1.8930865022070575,2.624503117264987
0.30000000000000004,0.15180122353478936,0.6414824028208074,0.46747184643482453,0.30360244706957873,1.2829648056416147,1.8698873857392981,2.521510945580842
0.35000000000000003,0.15130069350509606,0.592506989530557,0.4590583584822323,0.3026013870101921,1.185013979061114,1.8362334339289292,2.4057320830357707
0.4,0.15072619679488716,0.5414410529706498,0.4478495263274573,0.3014523935897743,1.0828821059412996,1.7913981053098291,2.2800335521859885
0.45,0.15007899917096254,0.4897750929718006,0.43387792918959145,0.3001579983419251,0.9795501859436012,1.7355117167583658,2.1474640426647094
0.5,0.14936051128136993,0.43881133961372987,0.41736820545692066,0.29872102256273986,0.8776226792274597,1.6694728218276826,2.011080112704041
0.55,0.1485722802263641,0.38962473615410476,0.39869243268125293,0.2971445604527282,0.7792494723082095,1.5947697307250117,1.8737788981234433
0.6000000000000001,0.14771598062608227,0.3430478580641949,0.3783158945910383,0.29543196125216453,0.6860957161283898,1.5132635783641533,1.738159466562631
0.65,0.14679340537075256,0.2996757017563896,0.3567439794990809,0.2935868107415051,0.5993514035127792,1.4269759179963235,1.606426173252446
0.7000000000000001,0.14580645622211835,0.2598851539299629,0.3344773244999873,0.2916129124442367,0.5197703078599258,1.3379092979999492,1.4803378693041371
0.75,0.1447571344059152,0.22386381823457877,0.3119785981739018,0.2895142688118304,0.44772763646915753,1.247914392695607,1.3611991016287917
0.8,0.14364753130084917,0.19164343907328918,0.2896513621959097,0.28729506260169835,0.38328687814657836,1.1586054487836388,1.249884665140096
0.8500000000000001,0.142479819295238,0.1631341134588863,0.26782956913370615,0.284959638590476,0.3262682269177726,1.0713182765348246,1.1468870037756609
