Q,J_1s_one_electron,J_2s_one_electron,J_3s_one_electron,J_2p_one_electron,J_3p_one_electron,J_1s(2),J_2s(2),J_2p(6),J_3s(2),J_3p(6),J_total_Chlorine
0.0,0.04902615698227078,0.19842609685914153,0.6480323699699154,0.10190537256162696,0.4415540290926418,0.09805231396454156,0.39685219371828306,0.6114322353697618,1.2960647399398308,2.6493241745558507,5.051725657548268
0.05,0.04902489293118478,0.19834697724250136,0.6451225102343059,0.10190536449989335,0.44154150133727627,0.09804978586236957,0.3966939544850027,0.6114321869993601,1.2902450204686118,2.6492490080236575,5.045669955839002
0.1,0.049021101028561345,0.19810985071040524,0.6364817262122229,0.1019052920264355,0.4414310905655594,0.09804220205712269,0.3962197014208105,0.611431752158613,1.2729634524244458,2.6485865433933564,5.027243651454349
0.15000000000000002,0.04901478202603036,0.19771541243188429,0.6223713053330099,0.10190501068445666,0.44101551348646223,0.09802956405206072,0.39543082486376857,0.61143006410674,1.2447426106660198,2.6460930809187735,4.995726144607362
0.2,0.049005937175455434,0.19716481511930475,0.6032101982160917,0.10190428106020731,0.4399844496517037,0.09801187435091087,0.3943296302386095,0.6114256863612438,1.2064203964321834,2.639906697910222,4.9500942852931695
0.25,0.04899456822785544,0.196459660330319,0.5795517932306583,0.10190277076326623,0.4379702037688036,0.09798913645571088,0.392919320660638,0.6114166245795973,1.1591035864613166,2.6278212226128215,4.889249890770085
0.30000000000000004,0.04898067743226653,0.1956019865917152,0.5520543251692489,0.10190005712374207,0.4345993374243579,0.09796135486453306,0.3912039731834304,0.6114003427424525,1.1041086503384978,2.6075960245461474,4.812270345675061
0.35000000000000003,0.048964267534852016,0.19459425462228003,0.5214473897825791,0.10189563054568339,0.42954165052058485,0.09792853506970403,0.38918850924456005,0.6113737832741003,1.0428947795651582,2.577249903123509,4.718635510277032
0.4,0.04894534177857426,0.19343932997976843,0.4884971839824044,0.10188889845525032,0.42254937056889935,0.09789068355714851,0.38687865995953685,0.611333390731502,0.9769943679648088,2.535296223413396,4.608393325626392
0.45,0.04892390390370623,0.1921404634865365,0.45397295413314326,0.10187918978814944,0.4134821060835753,0.09784780780741247,0.384280926973073,0.6112751387288966,0.9079459082662865,2.4808926365014514,4.48224241827712
0.5,0.04889995814938678,0.1907012697996645,0.41861676003369414,0.10186575997071332,0.402316217890329,0.09779991629877356,0.381402539599329,0.6111945598242798,0.8372335200673883,2.413897307341974,4.341527843131745
