Q,J_1s_one_electron,J_2s_one_electron,J_3s_one_electron,J_2p_one_electron,J_3p_one_electron,J_1s(2),J_2s(2),J_2p(6),J_3s(2),J_3p(5),J_total_Chlorine
0.0,0.05199569015712112,0.2131636410524674,0.7125720207250732,0.11235485394381864,0.4895326652702468,0.10399138031424224,0.4263272821049348,0.6741291236629119,1.4251440414501464,2.447663326351234,5.077255153883469
0.05,0.051994178262404246,0.21306586513057618,0.7087441165254993,0.11235483774689381,0.4895121171154047,0.10398835652480849,0.42613173026115236,0.6741290264813629,1.4174882330509986,2.4475605855770235,5.0692979318953455
0.1,0.051989642944509314,0.21277286385552818,0.6973999017981881,0.11235469241540551,0.48933180292707273,0.10397928588901863,0.42554572771105637,0.674128154492433,1.3947998035963762,2.4466590146353635,5.0451119863242475
0.15000000000000002,0.05198208530004638,0.21228561406206947,0.678948326832925,0.11235412988778506,0.4886576373695921,0.10396417060009276,0.42457122812413894,0.6741247793267104,1.35789665366585,2.4432881868479606,5.003845018564753
0.2,0.05197150714978935,0.21160573507586541,0.6540401981187329,0.11235267706919227,0.4870008013541272,0.1039430142995787,0.42321147015173083,0.6741160624151536,1.3080803962374659,2.435004006770636,4.944354949874565
0.25,0.051957911029252,0.2107354758156597,0.6235254693235274,0.11234968570288417,0.4838034690099905,0.103915822058504,0.4214709516313194,0.674098114217305,1.2470509386470547,2.4190173450499524,4.865553171604136
0.30000000000000004,0.05194130017723597,0.20967769712632828,0.5883998162787484,0.11234434503912029,0.47853130235366503,0.10388260035447194,0.41935539425265655,0.6740660702347218,1.1767996325574968,2.392656511768325,4.766760209167672
0.35000000000000003,0.05192167852379183,0.20843584970820686,0.5497457038899844,0.11233569641523347,0.47075490097493533,0.10384335704758366,0.4168716994164137,0.6740141784914009,1.099491407779969,2.3537745048746768,4.647995147610044
0.4,0.05189905067907481,0.20701394807982945,0.5086732491317012,0.11232264890254928,0.4602071178126822,0.10379810135814962,0.4140278961596589,0.6739358934152957,1.0173464982634024,2.301035589063411,4.510143978259918
0.45,0.05187342192442705,0.20541654106262477,0.46626562558068585,0.11230399532693824,0.44681014855298506,0.1037468438488541,0.41083308212524955,0.6738239719616295,0.9325312511613717,2.2340507427649254,4.3549858918620306
0.5,0.05184479820671024,0.20364867930654515,0.4235327037532322,0.11227842817861984,0.4306732809588795,0.10368959641342047,0.4072973586130903,0.6736705690717191,0.8470654075064644,2.1533664047943977,4.185089336399091
0.55,0.05181318613649999,0.20171588038592397,0.38137529726785635,0.11224455514071285,0.41206739001911424,0.10362637227299998,0.40343176077184795,0.6734673308442771,0.7627505945357127,2.060336950095571,4.003613008520409
0.6000000000000001,0.05177859299029683,0.1996240919871936,0.3405610136180262,0.11220091414421937,0.39138488313851977,0.10355718598059366,0.3992481839743872,0.6732054848653162,0.6811220272360524,1.956924415692599,3.814057297748948
0.65,0.05174102671646955,0.19737965368745927,0.3017114804790708,0.11214598797746761,0.3690939643314124,0.1034820534329391,0.39475930737491854,0.6728759278648057,0.6034229609581416,1.845469821657062,3.620010071287867
0.7000000000000001,0.05170049594427507,0.19498925778883155,0.26529976252799187,0.11207821853667103,0.3456945204904994,0.10340099188855013,0.3899785155776631,0.6724693112200262,0.5305995250559837,1.7284726024524972,3.4249209461947205
0.75,0.051657009995028313,0.19245990963152687,0.23165615861472172,0.11199602081081968,0.32168054296926735,0.10331401999005663,0.38491981926305374,0.6719761248649181,0.46331231722944344,1.6084027148463367,3.2319249961938086
0.8,0.051610578894343756,0.18979888776253404,0.20098027161906143,0.11189779666518296,0.29751155878972346,0.10322115778868751,0.37959777552506807,0.6713867799910977,0.40196054323812286,1.4875577939486173,3.0437240504915932
0.8500000000000001,0.05156121338433442,0.18701370428919176,0.17335722538170356,0.11178194844092171,0.27359354931494,0.10312242676866884,0.3740274085783835,0.6706916906455302,0.3467144507634071,1.3679677465747,2.8625237233306895
0.9,0.051508924934722235,0.18411206570084587,0.14877609208224776,0.11164689233846159,0.25026848090113624,0.10301784986944447,0.36822413140169175,0.6698813540307695,0.2975521841644955,1.2513424045056811,2.690017923972082
0.9500000000000001,0.05145372575196065,0.18110183439875158,0.12714891064173642,0.11149107150947575,0.2278108470127527,0.1029074515039213,0.36220366879750315,0.6689464290568545,0.25429782128347284,1.1390542350637636,2.5274096057055155
1.0,0.051395628785670444,0.17799099113581238,0.10832905094849571,0.11131296875188672,0.20642939202042032,0.10279125757134089,0.35598198227162475,0.6678778125113203,0.21665810189699142,1.0321469601021016,2.375456114353379
1.05,0.05133464773191435,0.1747875985342839,0.09212805404847706,0.11111111868567691,0.18627228519696423,0.1026692954638287,0.3495751970685678,0.6666667121140615,0.1842561080969541,0.9313614259848212,2.2345287387282333
1.1,0.051270797033062636,0.17149976582138732,0.07833041695333984,0.11088411928334435,0.16743428694878248,0.10254159406612527,0.34299953164277464,0.6653047157000661,0.15666083390667968,0.8371714347439124,2.104678110059558
1.1500000000000001,0.05120409187420961,0.16813561489964557,0.06670607129298184,0.11063064263503526,0.14996478449965056,0.10240818374841922,0.33627122979929114,0.6637838558102116,0.13341214258596368,0.7498239224982528,1.9856993344421385
1.2000000000000002,0.05113454817627891,0.1647032478501539,0.057020520175913275,0.11034944484177374,0.13387589935716673,0.10226909635255782,0.3294064957003078,0.6620966690506425,0.11404104035182655,0.6693794967858336,1.8771927982411682
1.25,0.051062182586094115,0.16121071595221026,0.04904274943445784,0.11003937494801244,0.11915014683245756,0.10212436517218823,0.3224214319044205,0.6602362496880747,0.09808549886891568,0.5957507341622879,1.778618279795887
1.3,0.05098701246378978,0.1576659902909616,0.042551125834251614,0.1096993828446563,0.10574734567135718,0.10197402492757957,0.3153319805819232,0.6581962970679378,0.08510225166850323,0.5287367283567859,1.6893412826027296
1.35,0.050909055867997155,0.15407693401514913,0.03733754642081326,0.10932852609405368,0.09361063490128459,0.10181811173599431,0.30815386803029826,0.655971156564322,0.07467509284162652,0.4680531745064229,1.608671403678664
1.4000000000000001,0.05082833153926303,0.15045127629889682,0.03321012102715551,0.10892597564804764,0.08267156376197415,0.10165666307852605,0.30090255259779364,0.6535558538882859,0.06642024205431102,0.41335781880987077,1.5358931304287873
1.4500000000000002,0.05074485888215547,0.14679658805411386,0.029994664221419085,0.10849102044832439,0.07285428981482038,0.10148971776431094,0.2935931761082277,0.6509461226899463,0.05998932844283817,0.3642714490741019,1.470289794079425
1.5,0.050658657946482895,0.143120259432929,0.027535252149191943,0.10802307091461519,0.06407896038352931,0.10131731589296579,0.286240518865858,0.6481384254876912,0.055070504298383886,0.3203948019176466,1.4111615664625454
1.55,0.050569749408009686,0.13942947915223583,0.025694070485510083,0.10752166134065963,0.056264372151008095,0.10113949881601937,0.27885895830447166,0.6451299680439577,0.051388140971020166,0.28132186075504045,1.3578384268905095
1.6,0.05047815454899863,0.13573121566463398,0.02435074694789372,0.1069864512302247,0.049330009886701616,0.10095630909799726,0.27146243132926795,0.6419187073813482,0.04870149389578744,0.24665004943350807,1.3096889911379088
1.6500000000000001,0.05038389523885241,0.13203220019166031,0.02340132889453889,0.10641722561598016,0.04319756296698621,0.10076779047770482,0.26406440038332063,0.638503353695881,0.04680265778907778,0.21598781483493104,1.2661260171809154
1.7000000000000002,0.050286993915068086,0.12833891162618707,0.022757035572912847,0.10581389441278055,0.03779201114624676,0.10057398783013617,0.25667782325237415,0.6348833664766833,0.045514071145825695,0.18896005573123378,1.2266093044362532
1.75,0.05018747356466254,0.1246575633012818,0.022342886797841063,0.10517649086403583,0.03304236135360867,0.10037494712932508,0.2493151266025636,0.631058945184215,0.04468577359568213,0.16521180676804334,1.190646599279829
1.8,0.050085357706175865,0.12099409161281059,0.022096285766988705,0.1045051691455044,0.028882106702344576,0.10017071541235173,0.24198818322562118,0.6270310148730264,0.04419257153397741,0.1444105335117229,1.1577930185566996
1.85,0.04998067037231479,0.11735414647279797,0.02196561346221822,0.10380020119514473,0.02524946838363233,0.09996134074462958,0.23470829294559595,0.6228012071708684,0.04393122692443644,0.12624734191816167,1.1276494097036922
1.9000000000000001,0.04987343609326039,0.11374308356024342,0.021908875455349083,0.10306197284073593,0.022087471245056164,0.09974687218652079,0.22748616712048683,0.6183718370444156,0.043817750910698165,0.11043735622528082,1.099859983487402
1.9500000000000002,0.04976367988063345,0.11016595832595097,0.021892428596374948,0.10229097929893644,0.01934389492792433,0.0995273597612669,0.22033191665190194,0.6137458757936186,0.043784857192749896,0.09671947463962166,1.074109484039159
2.0,0.04965142721208686,0.10662752169816772,0.021889804597879422,0.101487820120397,0.016971134581753654,0.09930285442417372,0.21325504339633544,0.608926920722382,0.043779609195758844,0.08485567290876828,1.0501201006474181
2.0500000000000003,0.049536704016476925,0.10313221742664325,0.021880639510158856,0.10065319365557786,0.014925998404842487,0.09907340803295385,0.2062644348532865,0.6039191619334672,0.04376127902031771,0.07462999202421243,1.0276482758642376
2.1,0.04941953665955347,0.09968418099428822,0.021849712092956525,0.09978789111513357,0.01316946352655724,0.09883907331910693,0.19936836198857644,0.5987273466908014,0.04369942418591305,0.0658473176327862,1.006481523817184
2.15,0.0492999519301015,0.0962872400180645,0.02178608975326134,0.09889279029721196,0.011666406963089302,0.098599903860203,0.192574480036129,0.5933567417832717,0.04357217950652268,0.05833203481544651,0.9864353400015728
2.2,0.04917797702646443,0.09294491605419374,0.02168237770099603,0.09796884905185213,0.010385324439970416,0.09835595405292887,0.18588983210838747,0.5878130943111128,0.04336475540199206,0.05192662219985208,0.9673502580742733
2.25,0.049053639543378984,0.0896604277172962,0.02153406499000214,0.0970170985499457,0.00929804667254509,0.09810727908675797,0.1793208554345924,0.5821025912996742,0.04306812998000428,0.04649023336272545,0.9490890891637542
2.3000000000000003,0.0489269674590548,0.08643669501871405,0.021338959921164666,0.09603863642102482,0.00837946012356948,0.0978539349181096,0.1728733900374281,0.5762318185261489,0.04267791984232933,0.0418973006178474,0.9315343639418633
2.35,0.048797989122436804,0.0832763448260439,0.021096706690973195,0.09503461982054207,0.0076072372160414636,0.09759597824487361,0.1665526896520878,0.5702077189232524,0.04219341338194639,0.03803618608020732,0.9145859862823674
2.4000000000000004,0.04866673324059408,0.08018171734378644,0.020808375013153038,0.09400625848338351,0.0069615793798037595,0.09733346648118817,0.1603634346875729,0.564037550900301,0.041616750026306076,0.034807896899018795,0.898159098994387
2.45,0.04853322886618629,0.07715487351398423,0.02047611459661486,0.0929548078161837,0.006424975073569165,0.09706645773237257,0.15430974702796846,0.5577288468971022,0.04095222919322972,0.03212487536784583,0.8821821562185188
2.5,0.04839750538496568,0.07419760323569827,0.020102866730740538,0.09188156207665606,0.005981973981660604,0.09679501076993136,0.14839520647139653,0.5512893724599364,0.040205733461481076,0.02990986990830302,0.8665951930710483
2.5500000000000003,0.04825959250328042,0.07131143430310669,0.01969212573262541,0.09078784768368207,0.005618977879009195,0.09651918500656084,0.14262286860621337,0.5447270861020924,0.03938425146525082,0.028094889395045976,0.8513482805751634
2.6,0.04811952023555197,0.06849764196380373,0.019247743592636497,0.0896750166973764,0.0053240481402420286,0.09623904047110395,0.13699528392760746,0.5380501001842584,0.03849548718527299,0.026620240701210142,0.8364001524694529
2.6500000000000004,0.047977318891706186,0.06575725900144877,0.018773771771822968,0.08854444050381936,0.005086729498810281,0.09595463778341237,0.13151451800289754,0.5312666430229162,0.037547543543645936,0.025433647494051408,0.8217169898469234
2.7,0.04783301906454426,0.06309108625016611,0.018274334726532022,0.08739750373467443,0.004897889407148657,0.09566603812908853,0.12618217250033223,0.5243850224080466,0.036548669453064044,0.024489447035743284,0.8072713495262747
2.75,0.047686651617045224,0.06049970345192749,0.017753530340561225,0.08623559844753007,0.004749572182170202,0.09537330323409045,0.12099940690385498,0.5174135906851804,0.03550706068112245,0.023747860910851012,0.7930412224150993
2.8000000000000003,0.047538247669596925,0.057983480372467554,0.01721535301902356,0.08506011858856391,0.004634867020624598,0.09507649533919385,0.11596696074493511,0.5103607115313835,0.03443070603804712,0.023174335103122994,0.7790092087566826
2.85,0.04738783858715696,0.05554258809599047,0.016663635731970314,0.08387245475505677,0.004547788919024835,0.09477567717431391,0.11108517619198094,0.5032347285303406,0.03332727146394063,0.022738944595124176,0.7651617979557002
2.9000000000000004,0.047235455966348545,0.053177010423934086,0.01610200778492686,0.08267398927141162,0.004483171519645113,0.09447091193269709,0.10635402084786817,0.4960439356284697,0.03220401556985372,0.022415857598225564,0.7514887415771143
2.95,0.04708113162249986,0.050886555308284336,0.015533865536020708,0.08146609158868522,0.004436570917132148,0.09416226324499972,0.10177311061656867,0.48879654953211127,0.031067731072041416,0.02218285458566074,0.7379825090513819
3.0,0.04692489757663756,0.048670866255293425,0.014962353675586354,0.08025011401423117,0.004404179491553083,0.09384979515327511,0.09734173251058685,0.48150068408538704,0.029924707351172707,0.022020897457765417,0.724637816558187
3.0500000000000003,0.0467667860424474,0.046529433640885215,0.014390355035713606,0.07902738777490122,0.0043827488771268994,0.0935335720848948,0.09305886728177043,0.47416432664940733,0.028780710071427212,0.021913744385634495,0.7114512204731344
3.1,0.04660682941321643,0.044461605884460464,0.013820487206780545,0.07779921941436065,0.004369521226857197,0.09321365882643286,0.08892321176892093,0.4667953164861639,0.02764097441356109,0.021847606134285987,0.6984207676293647
3.1500000000000004,0.046445060248771944,0.04246660043318954,0.013255104508739509,0.07656688752245196,0.0043621679883870884,0.09289012049754389,0.08493320086637908,0.45940132513471177,0.026510209017479018,0.02181083994193544,0.6855456954580492
3.2,0.04628151126243344,0.04054351451415069,0.01269630410022994,0.07533163979218707,0.0043587354631336485,0.09256302252486688,0.08108702902830138,0.45198983875312243,0.02539260820045988,0.021793677315668242,0.6728261758224189
3.25,0.04611621530799375,0.038691335616793485,0.012145935211967591,0.07409469039786007,0.004357596477339166,0.0922324306159875,0.07738267123358697,0.4445681423871604,0.024291870423935182,0.02178798238669583,0.660263097047366
3.3000000000000003,0.04594920536674577,0.03690895167314753,0.011605610665729557,0.0728572176859451,0.0043574075488487865,0.09189841073349155,0.07381790334629507,0.43714330611567054,0.023211221331459114,0.021787037744243933,0.6478578792711602
3.35,0.045780514534570826,0.03519516090792303,0.011076719989879292,0.0716203621688678,0.004357070986347335,0.09156102906914165,0.07039032181584606,0.4297221730132068,0.022153439979758584,0.021785354931736674,0.6356123188096898
3.4000000000000004,0.04561017600910422,0.03354868133514173,0.010560443569800643,0.07038522481040414,0.004355701407926169,0.09122035201820844,0.06709736267028346,0.42231134886242483,0.021120887139601287,0.021778507039630846,0.6235284577301488
3.45,0.0454382230769931,0.031968159882176245,0.010057767379630838,0.06915286559035613,0.004352596212894357,0.0908764461539862,0.06393631976435249,0.4149171935421368,0.020115534759261675,0.021762981064471783,0.6116084752842089
3.5,0.045264689101260754,0.030452181126048188,0.009569497932834719,0.06792430233526432,0.004347209584552418,0.09052937820252151,0.060904362252096375,0.40754581401158596,0.019138995865669438,0.02173604792276209,0.5998545982546354
3.5500000000000003,0.04508960750879089,0.028999275630536146,0.009096277165722743,0.06670050980123016,0.004339129642184872,0.09017921501758178,0.05799855126107229,0.40020305880738094,0.018192554331445485,0.02169564821092436,0.5882690276284049
3.6,0.0449130117779443,0.027607927876066356,0.008638597032006973,0.06548241899441991,0.0043280583978558,0.0898260235558886,0.05521585575213271,0.3928945139665194,0.017277194064013946,0.021640291989278998,0.5768538793278336
