energy_center_keV,raw_counts,smoothed_counts
531.0,0,0.0
533.0,0,0.0
535.0,0,0.0
537.0,0,0.0
539.0,0,0.0
541.0,0,0.0
543.0,0,0.0
545.0,0,0.0
547.0,0,0.0
549.0,0,0.0
551.0,0,0.0
553.0,0,0.0
555.0,0,0.0
557.0,0,0.0
559.0,0,0.0
561.0,0,0.0
563.0,0,0.0
565.0,0,0.0
567.0,0,0.0
569.0,0,0.0
571.0,0,0.0
573.0,0,0.0
575.0,0,0.0
577.0,0,0.0
579.0,0,0.0
581.0,0,0.0
583.0,0,0.0
585.0,0,0.0
587.0,0,0.0
589.0,0,0.0
591.0,0,0.0
593.0,0,0.0
595.0,0,0.0
597.0,0,0.0
599.0,0,0.0
601.0,0,0.0
603.0,0,0.0
605.0,0,0.0
607.0,0,0.0
609.0,0,0.0
611.0,0,0.0
613.0,0,0.0
615.0,0,0.0
617.0,0,0.0
619.0,0,0.0
621.0,0,0.0
623.0,0,0.0
625.0,0,0.0
627.0,0,0.0
629.0,0,0.0
631.0,0,0.0
633.0,0,0.0
635.0,0,0.0
637.0,0,0.0
639.0,0,0.0
641.0,0,0.0
643.0,0,0.0
645.0,0,0.0
647.0,0,0.0
649.0,0,0.0
651.0,0,0.0
653.0,0,0.0
655.0,0,0.0
657.0,0,0.0
659.0,0,0.0
661.0,0,0.0
663.0,0,0.0
665.0,0,0.0
667.0,0,0.0
669.0,0,0.0
671.0,0,0.0
673.0,0,0.0
675.0,0,0.0
677.0,0,0.0
679.0,0,0.0
681.0,0,0.0
683.0,0,0.0
685.0,0,0.0
687.0,0,0.0
689.0,0,0.0
691.0,0,0.0
693.0,0,0.0
695.0,0,0.0
697.0,0,0.0
699.0,0,0.0
